Petition,URL,State,Signatures Count,petition_id,opened_date,debate_threshold_reached,scheduled_debate_date,closed_date
Revoke Parental Responsibility & Rights from Sexually Abusive Parents,https://petition.parliament.uk/petitions/724590,closed,179,724590,2025-05-01,,,2025-11-01
Increase the ISA limit - £20k for cash ISA's and £20k for stocks & shares ISA's,https://petition.parliament.uk/petitions/724592,closed,73,724592,2025-05-01,,,2025-11-01
Prohibit police officers guilty of serious crimes from receiving their pension,https://petition.parliament.uk/petitions/724596,closed,92,724596,2025-05-13,,,2025-11-13
Make international GPs automatically eligible for ILR after completing training,https://petition.parliament.uk/petitions/724636,closed,776,724636,2025-04-29,,,2025-10-29
Increase regulation of AI chatbots to protect children from grooming and harm,https://petition.parliament.uk/petitions/724650,closed,92,724650,2025-05-23,,,2025-11-23
Make existing register include all political donations & system tracing funding,https://petition.parliament.uk/petitions/724682,closed,39,724682,2025-05-12,,,2025-11-12
Expand who can issue fit notes to include paramedics and other registered HCPS,https://petition.parliament.uk/petitions/724695,closed,37,724695,2025-05-13,,,2025-11-13
Require Give Way signs to be positioned on major slip roads,https://petition.parliament.uk/petitions/724698,closed,25,724698,2025-05-01,,,2025-11-01
Exempt properties rented by three unrelated people from HMO rules,https://petition.parliament.uk/petitions/724700,closed,27,724700,2025-05-06,,,2025-11-06
Make mass littering and disturbances in a cinema a fineable crime,https://petition.parliament.uk/petitions/724706,closed,30,724706,2025-05-07,,,2025-11-07
Statutory time-off on full pay for parents who experience pregnancy loss,https://petition.parliament.uk/petitions/724719,closed,40,724719,2025-04-29,,,2025-10-29
Require local authorities to allow free parking: minimum 15 mins on public roads,https://petition.parliament.uk/petitions/724723,closed,34,724723,2025-05-30,,,2025-11-30
Review SWE processes & the Fitness to Practice guidance,https://petition.parliament.uk/petitions/724726,closed,459,724726,2025-05-09,,,2025-11-09
Require workplaces/schools to allow people to leave due to period pain,https://petition.parliament.uk/petitions/724728,closed,97,724728,2025-05-19,,,2025-11-19
Create an Open Work Visa for Skilled Workers after 3 years,https://petition.parliament.uk/petitions/724738,closed,469,724738,2025-04-30,,,2025-10-30
Provide funding to develop a national programme for SEN children during holiday,https://petition.parliament.uk/petitions/724745,closed,511,724745,2025-05-01,,,2025-11-01
Review the primary school curriculum to prepare children for secondary school,https://petition.parliament.uk/petitions/724749,closed,26,724749,2025-05-15,,,2025-11-15
Fund fire safety sessions to educate young people and prevent wildfires,https://petition.parliament.uk/petitions/724751,closed,57,724751,2025-05-08,,,2025-11-08
Require restaurants to offer healthy kids’ meal options,https://petition.parliament.uk/petitions/724753,closed,50,724753,2025-05-01,,,2025-11-01
Introduce increased regulation of letting agents,https://petition.parliament.uk/petitions/724770,closed,61,724770,2025-05-01,,,2025-11-01
Ban councils considering PIP/DLA as income for council tax reduction schemes,https://petition.parliament.uk/petitions/724786,closed,175,724786,2025-05-30,,,2025-11-30
Protect hares and their young from shooting during the breeding season,https://petition.parliament.uk/petitions/724795,closed,56427,724795,2025-04-29,,,2025-10-29
Require the US flag to be prominently displayed on US goods sold in the UK,https://petition.parliament.uk/petitions/724799,closed,43,724799,2025-04-30,,,2025-10-30
"Make people aged 70 retake their driving test, and do so every 5 years",https://petition.parliament.uk/petitions/724820,closed,313,724820,2025-04-29,,,2025-10-29
Add Sri Lanka as an eligible country for driving licence conversion,https://petition.parliament.uk/petitions/724821,closed,98,724821,2025-05-01,,,2025-11-01
Require reptile shops to ensure higher standards in reptile care and equipment,https://petition.parliament.uk/petitions/724835,closed,62,724835,2025-05-07,,,2025-11-07
"Review & Reform the Probation Service, apologise & enshrine Victims Code in law",https://petition.parliament.uk/petitions/724838,closed,3389,724838,2025-05-13,,,2025-11-13
Ban all zoos,https://petition.parliament.uk/petitions/724839,closed,53,724839,2025-04-28,,,2025-10-28
Standardise and regulate job listings and applications processes,https://petition.parliament.uk/petitions/724842,closed,45,724842,2025-05-07,,,2025-11-07
Require all employers to include parental leave policies in job listings,https://petition.parliament.uk/petitions/724858,closed,802,724858,2025-04-30,,,2025-10-30
Increase funding for co-operatives in the UK International Development Budget,https://petition.parliament.uk/petitions/724897,closed,5445,724897,2025-04-29,,,2025-10-29
Abolish Estate management fees on New build estates for freehold properties,https://petition.parliament.uk/petitions/724903,closed,2330,724903,2025-06-24,,,2025-12-24
Review Workplace Protections for Disabled People,https://petition.parliament.uk/petitions/724913,closed,51,724913,2025-04-29,,,2025-10-29
Give vets powers to seize animals if there is neglect or abuse & punish owners,https://petition.parliament.uk/petitions/724921,closed,762,724921,2025-05-12,,,2025-11-12
Ban the sale and planting of the invasive plant: Spanish Bluebell + hybrids,https://petition.parliament.uk/petitions/724931,closed,39,724931,2025-05-20,,,2025-11-20
Legislation on the use of tactical contact when pursuing two-wheeled vehicles,https://petition.parliament.uk/petitions/724961,closed,47,724961,2025-05-13,,,2025-11-13
Ban private limited companies from owning residential housing,https://petition.parliament.uk/petitions/724965,closed,95,724965,2025-05-19,,,2025-11-19
Require unlimited companies to publish their accounts,https://petition.parliament.uk/petitions/724970,closed,50,724970,2025-06-18,,,2025-12-18
Revoke The Selective Licensing of Houses (Additional Conditions) Order 2015,https://petition.parliament.uk/petitions/724989,closed,998,724989,2025-04-30,,,2025-10-30
Abolish the Driving theory and hazard perception tests,https://petition.parliament.uk/petitions/724997,closed,34,724997,2025-04-30,,,2025-10-30
Require mortgage providers to offer a fixed rate for the duration of the loan,https://petition.parliament.uk/petitions/725010,closed,37,725010,2025-05-02,,,2025-11-02
Greatly reduce the duty and tax charged on beer.,https://petition.parliament.uk/petitions/725013,closed,50,725013,2025-05-01,,,2025-11-01
Government to do more to protect victims of false allegations,https://petition.parliament.uk/petitions/725015,closed,395,725015,2025-05-06,,,2025-11-06
Raise the maximum age a child can be for parents to claim learning allowance,https://petition.parliament.uk/petitions/725027,closed,36,725027,2025-05-19,,,2025-11-19
Legalise Everyday Carry of Folding Pocket Knives with Common Locking Mechanisms,https://petition.parliament.uk/petitions/725030,closed,93,725030,2025-05-09,,,2025-11-09
Include qualifications and occupation in anti-discrimination laws,https://petition.parliament.uk/petitions/725047,closed,24,725047,2025-05-13,,,2025-11-13
Provide a legal right to access certain services without a digital device,https://petition.parliament.uk/petitions/725049,closed,10911,725049,2025-05-20,,,2025-11-20
Reduce the minimum retirement age for Prison Officers to 60,https://petition.parliament.uk/petitions/725069,closed,12713,725069,2025-05-06,,,2025-11-06
Reduce the retirement age for NHS staff to 55,https://petition.parliament.uk/petitions/725079,closed,43,725079,2025-05-01,,,2025-11-01
Add children’s unused personal allowance to their parents’ personal allowance,https://petition.parliament.uk/petitions/725091,closed,23,725091,2025-05-12,,,2025-11-12
Ban Child Abuse Activist Groups live streaming content,https://petition.parliament.uk/petitions/725111,closed,49,725111,2025-05-12,,,2025-11-12
Introduce a national licensing scheme for commercial dog walking,https://petition.parliament.uk/petitions/725128,closed,128,725128,2025-06-05,,,2025-12-05
Ban printer companies from disabling ink after subscription ends,https://petition.parliament.uk/petitions/725133,closed,70,725133,2025-04-30,,,2025-10-30
Random Microchip Checks and Harsher Penalties for Abandoning Cats,https://petition.parliament.uk/petitions/725137,closed,176,725137,2025-05-20,,,2025-11-20
Ban the use of tasers on all children and disabled adults,https://petition.parliament.uk/petitions/725153,closed,72,725153,2025-04-29,,,2025-10-29
Implement measures to reduce child poverty,https://petition.parliament.uk/petitions/725167,closed,2553,725167,2025-05-19,,,2025-11-19
Make it easier to obtain a licence to produce/grow medical cannabis,https://petition.parliament.uk/petitions/725168,closed,150,725168,2025-04-30,,,2025-10-30
Fund stab vests as standard PPE for all prison officers,https://petition.parliament.uk/petitions/725170,closed,238,725170,2025-05-12,,,2025-11-12
Exempt employed British passport holders from paying income tax,https://petition.parliament.uk/petitions/725192,closed,26,725192,2025-04-30,,,2025-10-30
Mandate the removal of charging order on private property after 12 years,https://petition.parliament.uk/petitions/725213,closed,13,725213,2025-05-07,,,2025-11-07
Amend Equality Act to define the terms woman and man not based on biological sex,https://petition.parliament.uk/petitions/725223,closed,5135,725223,2025-05-12,,,2025-11-12
Review enforcement of employment law for unpaid internships,https://petition.parliament.uk/petitions/725231,closed,95,725231,2025-05-13,,,2025-11-13
Change the rules around road signage for motorists,https://petition.parliament.uk/petitions/725235,closed,52,725235,2025-05-16,,,2025-11-16
Introduce a legal requirement for transgender and non-binary only spaces,https://petition.parliament.uk/petitions/725239,closed,103,725239,2025-05-14,,,2025-11-14
"Require prison sentences to be served consecutively, not concurrently",https://petition.parliament.uk/petitions/725248,closed,909,725248,2025-04-30,,,2025-10-30
Review outsourcing jobs and services abroad and immigration policy,https://petition.parliament.uk/petitions/725255,closed,81,725255,2025-05-22,,,2025-11-22
Exempt Armed Forces members & Veterans repaying Student Loans & create grants,https://petition.parliament.uk/petitions/725285,closed,24,725285,2025-05-13,,,2025-11-13
Cap arranged bank overdraft fees at 10%,https://petition.parliament.uk/petitions/725300,closed,35,725300,2025-06-09,,,2025-12-09
Amend Law so Definitions of Man & Woman Include Transgender and Intersex People,https://petition.parliament.uk/petitions/725324,closed,2180,725324,2025-06-02,,,2025-12-02
More funding for young people struggling with mental health,https://petition.parliament.uk/petitions/725331,closed,107,725331,2025-05-30,,,2025-11-30
Launch a public inquiry into UK arms exports to Israel and suspend all licences,https://petition.parliament.uk/petitions/725341,closed,3873,725341,2025-06-02,,,2025-12-02
Allow people who require Epi-Pens to serve in the armed forces,https://petition.parliament.uk/petitions/725362,closed,18,725362,2025-05-01,,,2025-11-01
Require prospective pet owners to be tested by an animal professional,https://petition.parliament.uk/petitions/725391,closed,41,725391,2025-05-01,,,2025-11-01
Governance within the whisky cask market,https://petition.parliament.uk/petitions/725398,closed,56,725398,2025-05-13,,,2025-11-13
"Retain Public Order Act 1986, The Racial & Religious Hatred Act 2006",https://petition.parliament.uk/petitions/725399,closed,46,725399,2025-05-12,,,2025-11-12
Ban trade deals that result in lowering food standards,https://petition.parliament.uk/petitions/725411,closed,81,725411,2025-05-22,,,2025-11-22
Require people over 70 have a compulsory eye tests every 2 years to drive,https://petition.parliament.uk/petitions/725445,closed,171,725445,2025-05-08,,,2025-11-08
Any legislative or judicial review must consult the groups it impacts,https://petition.parliament.uk/petitions/725457,closed,79,725457,2025-05-12,,,2025-11-12
Allow elderly disabled people to claim the state pension early,https://petition.parliament.uk/petitions/725464,closed,1154,725464,2025-05-06,,,2025-11-06
